"행정구역","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~9세","2019년_남_10~19세","2019년_남_20~29세","2019년_남_30~39세","2019년_남_40~49세","2019년_남_50~59세","2019년_남_60~69세","2019년_남_70~79세","2019년_남_80~89세","2019년_남_90~99세","2019년_남_100세 이상","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~9세","2019년_여_10~19세","2019년_여_20~29세","2019년_여_30~39세","2019년_여_40~49세","2019년_여_50~59세","2019년_여_60~69세","2019년_여_70~79세","2019년_여_80~89세","2019년_여_90~99세","2019년_여_100세 이상"
"전라남도 여수시 (4613000000)","282,786","282,786","22,067","27,921","34,389","32,395","42,908","48,931","38,735","23,752","10,117","1,473","98","143,791","143,791","11,221","14,562","19,289","17,335","22,544","25,337","19,264","10,664","3,295","265","15","138,995","138,995","10,846","13,359","15,100","15,060","20,364","23,594","19,471","13,088","6,822","1,208","83"
"전라남도 순천시 (4615000000)","279,598","279,598","24,238","31,298","36,845","33,474","43,730","48,898","31,428","18,480","9,730","1,424","53","139,324","139,324","12,514","16,318","19,889","17,023","21,515","24,724","15,794","8,163","3,095","282","7","140,274","140,274","11,724","14,980","16,956","16,451","22,215","24,174","15,634","10,317","6,635","1,142","46"
"전라남도 나주시 (4617000000)","114,664","114,664","10,328","9,385","12,356","14,916","16,296","17,380","15,158","11,546","6,327","910","62","57,668","57,668","5,259","4,803","6,504","7,778","9,228","9,436","7,696","4,903","1,848","201","12","56,996","56,996","5,069","4,582","5,852","7,138","7,068","7,944","7,462","6,643","4,479","709","50"
"전라남도 광양시 (4623000000)","156,750","156,750","14,410","17,259","21,644","19,768","25,236","29,444","15,777","7,989","4,524","679","20","81,365","81,365","7,345","8,916","12,497","10,527","12,734","16,071","8,274","3,453","1,420","123","5","75,385","75,385","7,065","8,343","9,147","9,241","12,502","13,373","7,503","4,536","3,104","556","15"
"전라남도 담양군 (4671000000)","46,535","46,535","2,416","3,126","5,077","3,857","5,489","8,261","7,764","6,285","3,683","547","30","23,719","23,719","1,211","1,652","2,977","2,045","3,223","4,567","3,991","2,733","1,196","120","4","22,816","22,816","1,205","1,474","2,100","1,812","2,266","3,694","3,773","3,552","2,487","427","26"
"전라남도 곡성군 (4672000000)","28,887","28,887","1,220","2,143","2,630","1,851","3,244","5,057","4,773","4,373","3,106","480","10","14,114","14,114","620","1,117","1,414","1,010","1,818","2,804","2,470","1,790","974","95","2","14,773","14,773","600","1,026","1,216","841","1,426","2,253","2,303","2,583","2,132","385","8"
"전라남도 구례군 (4673000000)","26,563","26,563","1,252","2,032","2,237","1,906","3,200","4,821","4,446","3,924","2,406","322","17","12,924","12,924","614","1,077","1,192","1,018","1,778","2,635","2,156","1,598","789","64","3","13,639","13,639","638","955","1,045","888","1,422","2,186","2,290","2,326","1,617","258","14"
"전라남도 고흥군 (4677000000)","64,913","64,913","2,678","4,155","4,528","3,951","6,612","10,683","12,356","11,508","7,258","1,139","45","31,445","31,445","1,338","2,205","2,565","2,153","3,899","5,831","6,078","4,875","2,251","243","7","33,468","33,468","1,340","1,950","1,963","1,798","2,713","4,852","6,278","6,633","5,007","896","38"
"전라남도 보성군 (4678000000)","41,420","41,420","1,939","2,772","3,162","2,777","4,418","6,919","7,401","6,800","4,558","631","43","20,063","20,063","995","1,403","1,777","1,482","2,504","3,844","3,669","2,833","1,414","136","6","21,357","21,357","944","1,369","1,385","1,295","1,914","3,075","3,732","3,967","3,144","495","37"
"전라남도 화순군 (4679000000)","62,737","62,737","3,668","6,096","6,827","4,989","8,681","11,206","8,731","7,528","4,411","569","31","31,061","31,061","1,873","3,188","3,686","2,544","4,560","6,124","4,528","3,064","1,346","146","2","31,676","31,676","1,795","2,908","3,141","2,445","4,121","5,082","4,203","4,464","3,065","423","29"
"전라남도 장흥군 (4680000000)","38,563","38,563","2,095","3,019","3,301","3,020","4,350","6,561","6,281","5,587","3,748","574","27","18,690","18,690","1,077","1,591","1,802","1,618","2,414","3,518","3,114","2,320","1,121","111","4","19,873","19,873","1,018","1,428","1,499","1,402","1,936","3,043","3,167","3,267","2,627","463","23"
"전라남도 강진군 (4681000000)","35,286","35,286","1,949","2,677","2,978","2,677","3,909","5,887","5,960","5,353","3,430","438","28","16,944","16,944","981","1,359","1,647","1,351","2,185","3,113","2,957","2,228","1,033","86","4","18,342","18,342","968","1,318","1,331","1,326","1,724","2,774","3,003","3,125","2,397","352","24"
"전라남도 해남군 (4682000000)","70,354","70,354","4,390","5,597","5,747","5,570","8,439","12,012","11,880","10,229","5,697","755","38","34,642","34,642","2,215","2,919","3,165","2,837","4,826","6,577","5,853","4,375","1,728","145","2","35,712","35,712","2,175","2,678","2,582","2,733","3,613","5,435","6,027","5,854","3,969","610","36"
"전라남도 영암군 (4683000000)","54,593","54,593","3,955","4,713","5,071","5,323","7,659","9,450","7,631","6,422","3,856","482","31","28,027","28,027","1,997","2,518","2,849","2,973","4,534","5,387","3,824","2,654","1,188","96","7","26,566","26,566","1,958","2,195","2,222","2,350","3,125","4,063","3,807","3,768","2,668","386","24"
"전라남도 무안군 (4684000000)","81,105","81,105","7,234","8,799","8,129","9,397","12,537","12,491","10,140","7,830","3,971","543","34","40,659","40,659","3,680","4,505","4,379","4,811","6,700","6,859","5,031","3,398","1,194","98","4","40,446","40,446","3,554","4,294","3,750","4,586","5,837","5,632","5,109","4,432","2,777","445","30"
"전라남도 함평군 (4686000000)","32,861","32,861","1,503","2,203","2,712","2,278","3,708","5,730","5,686","5,299","3,273","445","24","16,404","16,404","783","1,172","1,566","1,248","2,196","3,295","2,891","2,181","969","101","2","16,457","16,457","720","1,031","1,146","1,030","1,512","2,435","2,795","3,118","2,304","344","22"
"전라남도 영광군 (4687000000)","53,852","53,852","3,795","4,392","5,219","5,031","6,820","8,863","8,188","7,219","3,784","501","40","26,828","26,828","1,928","2,294","2,871","2,652","3,871","4,827","4,059","3,048","1,174","99","5","27,024","27,024","1,867","2,098","2,348","2,379","2,949","4,036","4,129","4,171","2,610","402","35"
"전라남도 장성군 (4688000000)","45,739","45,739","3,090","3,468","4,749","4,030","5,789","7,689","6,869","6,034","3,527","453","41","23,489","23,489","1,567","1,841","2,842","2,129","3,354","4,364","3,521","2,634","1,129","104","4","22,250","22,250","1,523","1,627","1,907","1,901","2,435","3,325","3,348","3,400","2,398","349","37"
"전라남도 완도군 (4689000000)","50,689","50,689","3,356","3,798","3,860","4,436","6,360","8,371","8,262","7,572","4,159","493","22","25,457","25,457","1,732","1,952","2,255","2,439","3,719","4,554","4,111","3,289","1,318","86","2","25,232","25,232","1,624","1,846","1,605","1,997","2,641","3,817","4,151","4,283","2,841","407","20"
"전라남도 진도군 (4690000000)","30,715","30,715","1,808","2,329","2,499","2,367","3,619","5,195","5,021","4,850","2,687","327","13","15,093","15,093","888","1,201","1,408","1,302","2,098","2,824","2,526","2,029","750","67","0","15,622","15,622","920","1,128","1,091","1,065","1,521","2,371","2,495","2,821","1,937","260","13"
"전라남도 신안군 (4691000000)","40,274","40,274","1,733","2,185","3,152","3,051","4,570","7,361","7,448","6,585","3,748","424","17","21,402","21,402","908","1,145","1,862","1,907","3,055","4,394","4,068","2,901","1,073","84","5","18,872","18,872","825","1,040","1,290","1,144","1,515","2,967","3,380","3,684","2,675","340","12"
"경상북도  (4700000000)","2,665,836","2,665,836","200,184","235,748","294,550","306,807","391,533","465,268","386,456","237,963","129,177","17,223","927","1,342,037","1,342,037","103,223","124,249","165,620","163,100","204,587","239,878","191,200","104,400","42,016","3,567","197","1,323,799","1,323,799","96,961","111,499","128,930","143,707","186,946","225,390","195,256","133,563","87,161","13,656","730"
"경상북도 포항시 (4711000000)","507,025","507,025","41,886","48,518","58,258","62,180","78,697","91,700","73,780","35,479","14,433","1,995","99","256,140","256,140","21,707","25,518","33,131","32,601","39,512","45,949","36,337","16,396","4,606","355","28","250,885","250,885","20,179","23,000","25,127","29,579","39,185","45,751","37,443","19,083","9,827","1,640","71"
"경상북도 포항시 남구 (4711100000)","235,633","235,633","19,001","22,165","27,510","28,997","36,691","42,744","34,787","16,532","6,313","841","52","121,261","121,261","9,830","11,697","15,952","15,554","18,932","22,119","17,249","7,797","1,980","135","16","114,372","114,372","9,171","10,468","11,558","13,443","17,759","20,625","17,538","8,735","4,333","706","36"
"경상북도 포항시 북구 (4711300000)","271,392","271,392","22,885","26,353","30,748","33,183","42,006","48,956","38,993","18,947","8,120","1,154","47","134,879","134,879","11,877","13,821","17,179","17,047","20,580","23,830","19,088","8,599","2,626","220","12","136,513","136,513","11,008","12,532","13,569","16,136","21,426","25,126","19,905","10,348","5,494","934","35"
"경상북도 경주시 (4713000000)","255,402","255,402","16,942","22,060","27,997","26,584","37,811","47,073","38,847","23,967","12,457","1,576","88","127,928","127,928","8,642","11,540","15,856","14,084","19,807","24,268","19,000","10,512","3,877","322","20","127,474","127,474","8,300","10,520","12,141","12,500","18,004","22,805","19,847","13,455","8,580","1,254","68"
"경상북도 김천시 (4715000000)","141,229","141,229","10,992","12,238","15,142","15,969","19,668","24,045","20,927","13,358","7,795","1,043","52","70,743","70,743","5,659","6,529","8,433","8,454","10,408","12,501","10,281","5,674","2,569","225","10","70,486","70,486","5,333","5,709","6,709","7,515","9,260","11,544","10,646","7,684","5,226","818","42"
"경상북도 안동시 (4717000000)","160,052","160,052","11,208","14,193","17,030","16,155","22,829","27,107","24,285","16,634","9,207","1,340","64","79,239","79,239","5,900","7,426","9,369","8,310","11,914","13,763","11,774","7,332","3,134","303","14","80,813","80,813","5,308","6,767","7,661","7,845","10,915","13,344","12,511","9,302","6,073","1,037","50"
"경상북도 구미시 (4719000000)","419,742","419,742","43,510","46,848","58,590","68,344","73,569","68,769","35,811","15,466","7,687","1,101","47","215,208","215,208","22,462","24,471","32,148","36,290","37,052","35,256","18,270","6,707","2,343","202","7","204,534","204,534","21,048","22,377","26,442","32,054","36,517","33,513","17,541","8,759","5,344","899","40"
"경상북도 영주시 (4721000000)","105,067","105,067","6,595","9,374","10,083","9,181","14,370","18,439","17,702","11,746","6,588","939","50","52,060","52,060","3,415","4,916","5,875","4,901","7,450","9,356","8,472","5,184","2,273","206","12","53,007","53,007","3,180","4,458","4,208","4,280","6,920","9,083","9,230","6,562","4,315","733","38"
"경상북도 영천시 (4723000000)","102,470","102,470","5,915","6,987","10,700","9,780","13,059","18,497","17,842","12,262","6,673","713","42","52,100","52,100","3,008","3,795","6,355","5,338","7,143","9,750","8,949","5,380","2,207","160","15","50,370","50,370","2,907","3,192","4,345","4,442","5,916","8,747","8,893","6,882","4,466","553","27"
"경상북도 상주시 (4725000000)","100,688","100,688","5,451","8,223","9,122","8,125","12,215","17,722","17,718","12,777","8,086","1,200","49","49,378","49,378","2,820","4,407","5,239","4,406","6,492","9,207","8,610","5,386","2,567","236","8","51,310","51,310","2,631","3,816","3,883","3,719","5,723","8,515","9,108","7,391","5,519","964","41"
"경상북도 문경시 (4728000000)","72,242","72,242","4,178","5,949","6,373","6,210","9,014","12,400","12,917","9,204","5,186","754","57","35,391","35,391","2,184","3,222","3,543","3,328","4,839","6,334","6,195","3,958","1,620","156","12","36,851","36,851","1,994","2,727","2,830","2,882","4,175","6,066","6,722","5,246","3,566","598","45"
"경상북도 경산시 (4729000000)","263,185","263,185","21,681","23,434","35,849","34,705","41,832","44,492","32,650","18,827","8,692","954","69","132,616","132,616","11,072","12,245","19,737","18,513","21,395","22,408","15,907","8,180","2,935","211","13","130,569","130,569","10,609","11,189","16,112","16,192","20,437","22,084","16,743","10,647","5,757","743","56"
"경상북도 군위군 (4772000000)","23,843","23,843","751","1,039","1,712","1,517","2,284","4,557","5,124","4,033","2,529","283","14","12,166","12,166","401","576","1,007","857","1,357","2,545","2,657","1,835","876","54","1","11,677","11,677","350","463","705","660","927","2,012","2,467","2,198","1,653","229","13"
"경상북도 의성군 (4773000000)","52,595","52,595","2,025","2,455","3,439","3,482","4,922","9,203","11,347","9,016","5,926","740","40","25,720","25,720","1,051","1,271","1,995","1,914","2,888","4,942","5,651","3,903","1,936","161","8","26,875","26,875","974","1,184","1,444","1,568","2,034","4,261","5,696","5,113","3,990","579","32"
"경상북도 청송군 (4775000000)","25,416","25,416","1,048","1,294","1,893","1,815","2,513","4,827","5,287","4,083","2,350","287","19","12,694","12,694","545","681","1,118","1,067","1,454","2,519","2,643","1,768","833","62","4","12,722","12,722","503","613","775","748","1,059","2,308","2,644","2,315","1,517","225","15"
"경상북도 영양군 (4776000000)","16,993","16,993","799","1,019","1,210","1,123","1,831","3,054","3,297","2,765","1,652","216","27","8,419","8,419","419","532","692","607","1,090","1,651","1,635","1,194","537","56","6","8,574","8,574","380","487","518","516","741","1,403","1,662","1,571","1,115","160","21"
"경상북도 영덕군 (4777000000)","37,361","37,361","1,849","2,229","2,676","2,707","4,146","6,447","7,152","6,068","3,583","476","28","17,777","17,777","941","1,169","1,550","1,391","2,332","3,359","3,391","2,415","1,125","97","7","19,584","19,584","908","1,060","1,126","1,316","1,814","3,088","3,761","3,653","2,458","379","21"
"경상북도 청도군 (4782000000)","42,910","42,910","1,600","2,420","3,081","3,026","4,612","7,676","9,297","6,450","4,173","553","22","21,065","21,065","830","1,230","1,811","1,616","2,589","4,019","4,654","2,919","1,277","119","1","21,845","21,845","770","1,190","1,270","1,410","2,023","3,657","4,643","3,531","2,896","434","21"
"경상북도 고령군 (4783000000)","32,373","32,373","1,623","2,174","2,798","2,561","4,090","6,147","6,033","4,082","2,562","298","5","16,548","16,548","819","1,171","1,570","1,406","2,303","3,401","3,169","1,777","852","77","3","15,825","15,825","804","1,003","1,228","1,155","1,787","2,746","2,864","2,305","1,710","221","2"
